run_key,scene_id,intersection_id,algorithm,flow_multiplier,seed,matrix_kind,disturbance_kind,disturbance_begin_seconds,disturbance_end_seconds,disturbance_target,disturbance_intensity,duration_seconds,warmup_seconds,steps,steps_origin,algorithm_params,run_id,status,reason,run_dir,avg_delay,avg_delay_seconds,avg_queue_length,avg_queue_length_vehicles,avg_travel_time,avg_travel_time_seconds,co2_g,co2_g_per_completed,collision_count,completed_vehicle_count,fuel_consumption,fuel_ml,fuel_ml_per_completed,harsh_braking_count,illegal_transition_count,max_queue_length,max_queue_length_vehicles,potential_conflict_count,red_light_count,teleport_count,throughput,total_stops,unfinished_vehicle_count
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,fixed_time,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},4df5fa34fcba,completed,,F:\challenge-cup\output\runs\formal\runs\i7\fixed_time\x1\s42\4df5fa34fcba,31.403884803921567,31.403884803921567,1.9333333333333331,1.9333333333333331,42.291666666666664,42.291666666666664,75066.66256999999,91.99345903186273,0,816,32797.38,32797.38,40.19286764705882,202,0,8.0,8.0,48,0,1,816,716,11
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},e75eb4072606,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1\s42\e75eb4072606,23.252989417989415,23.252989417989415,1.5333333333333334,1.5333333333333334,33.40079365079365,33.40079365079365,61322.956770000004,81.11502218253969,0,756,26792.62,26792.62,35.43997354497354,254,0,6.0,6.0,53,0,0,756,981,9
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},319bc323ea2f,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1\s42\319bc323ea2f,27.951820448877807,27.951820448877807,2.0,2.0,37.99501246882793,37.99501246882793,71344.23513,88.95789916458853,0,802,31170.99,31170.99,38.8665710723192,287,0,6.0,6.0,67,0,0,802,1270,10
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,classic_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},4013af84a064,completed,,F:\challenge-cup\output\runs\formal\runs\i7\classic_maxpressure\x1\s42\4013af84a064,41.62553686934024,41.62553686934024,1.7333333333333332,1.7333333333333332,52.535575679172055,52.535575679172055,84139.84302,108.84843857697284,0,773,36761.52,36761.52,47.5569469598965,187,0,6.0,6.0,38,0,1,773,1562,8
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},be04867a5b13,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1\s42\be04867a5b13,23.163324432576772,23.163324432576772,1.6,1.6,33.34712950600801,33.34712950600801,61106.94176,81.58470194926569,0,749,26698.15,26698.15,35.64506008010681,264,0,6.0,6.0,70,0,0,749,977,10
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},c09e395d4afa,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1\s42\c09e395d4afa,28.012506203473947,28.012506203473947,1.9333333333333336,1.9333333333333336,38.054590570719604,38.054590570719604,72035.44381,89.37399976426799,0,806,31473.04,31473.04,39.04843672456576,291,0,6.0,6.0,69,0,0,806,1274,10
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""7"",""seed"":42,""warmup_seconds"":600.0}",7,7,capacity_aware_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},ea6b1e5f8508,completed,,F:\challenge-cup\output\runs\formal\runs\i7\capacity_aware_maxpressure\x1\s42\ea6b1e5f8508,41.99295483870968,41.99295483870968,1.4,1.4,52.90064516129032,52.90064516129032,84743.69932,109.3467088,0,775,37025.48,37025.48,47.77481290322581,185,0,6.0,6.0,33,0,1,775,1577,10
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,fixed_time,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},1efabf757f6a,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1\s42\1efabf757f6a,53.93525978647686,53.93525978647686,1.9166666666666667,1.9166666666666667,64.83487544483985,64.83487544483985,181580.37086000002,129.23869812099645,0,1405,79334.79,79334.79,56.46604270462633,514,0,11.0,11.0,55,0,0,1405,1149,32
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,fixed_time,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},e8a67539ce6f,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1\s42\e8a67539ce6f,52.94251599147121,52.94251599147121,1.9,1.9,63.688699360341154,63.688699360341154,179481.81866999998,127.56348164179103,0,1407,78417.96,78417.96,55.73415778251599,514,0,11.0,11.0,56,0,0,1407,1159,32
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,fixed_time,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},f4d0f939bcd6,completed,,F:\challenge-cup\output\runs\formal\runs\i8\fixed_time\x1\s42\f4d0f939bcd6,53.549351851851846,53.549351851851846,1.9333333333333331,1.9333333333333331,64.86396011396012,64.86396011396012,181238.53425,129.0872751068376,0,1404,79185.34,79185.34,56.39981481481481,520,0,11.0,11.0,74,0,0,1404,1164,32
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},169eabe44acc,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1\s42\169eabe44acc,38.95497293640054,38.95497293640054,1.35,1.35,49.792286874154264,49.792286874154264,160946.15816,108.89455897158321,0,1478,70319.43,70319.43,47.57742219215155,669,0,7.0,7.0,98,0,0,1478,1441,24
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},7edd95d19c07,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1\s42\7edd95d19c07,37.137584345479084,37.137584345479084,1.3833333333333333,1.3833333333333333,47.93994601889339,47.93994601889339,157535.86737,106.29950564777327,0,1482,68829.16,68829.16,46.44342780026991,682,0,7.0,7.0,95,0,0,1482,1442,23
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,classic_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},4c1f5cc48d87,completed,,F:\challenge-cup\output\runs\formal\runs\i8\classic_maxpressure\x1\s42\4c1f5cc48d87,36.748115746971735,36.748115746971735,1.4,1.4,47.98788694481831,47.98788694481831,157661.18056,106.09769889636608,0,1486,68883.93,68883.93,46.35526917900403,640,0,7.0,7.0,110,0,0,1486,1430,22
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,capacity_aware_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},5720299e958c,completed,,F:\challenge-cup\output\runs\formal\runs\i8\capacity_aware_maxpressure\x1\s42\5720299e958c,38.95497293640054,38.95497293640054,1.35,1.35,49.792286874154264,49.792286874154264,160946.15816,108.89455897158321,0,1478,70319.43,70319.43,47.57742219215155,669,0,7.0,7.0,98,0,0,1478,1441,24
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,capacity_aware_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},934e7b0f3787,completed,,F:\challenge-cup\output\runs\formal\runs\i8\capacity_aware_maxpressure\x1\s42\934e7b0f3787,37.137584345479084,37.137584345479084,1.3833333333333333,1.3833333333333333,47.93994601889339,47.93994601889339,157535.86737,106.29950564777327,0,1482,68829.16,68829.16,46.44342780026991,682,0,7.0,7.0,95,0,0,1482,1442,23
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""8"",""seed"":42,""warmup_seconds"":600.0}",8,8,capacity_aware_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},9f1498708a0d,completed,,F:\challenge-cup\output\runs\formal\runs\i8\capacity_aware_maxpressure\x1\s42\9f1498708a0d,36.748115746971735,36.748115746971735,1.4,1.4,47.98788694481831,47.98788694481831,157661.18056,106.09769889636608,0,1486,68883.93,68883.93,46.35526917900403,640,0,7.0,7.0,110,0,0,1486,1430,22
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,fixed_time,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},a0ad74896454,completed,,F:\challenge-cup\output\runs\formal\runs\i9\fixed_time\x1\s42\a0ad74896454,57.62191297208539,57.62191297208539,5.857142857142857,5.857142857142857,70.77011494252874,70.77011494252874,171304.0958,140.64375681444992,0,1218,74844.86,74844.86,61.448981937602625,365,0,10.0,10.0,26,0,10,1218,1365,38
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,fixed_time,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},8b6773676c4e,completed,,F:\challenge-cup\output\runs\formal\runs\i9\fixed_time\x1\s42\8b6773676c4e,56.02692604006163,56.02692604006163,5.942857142857143,5.942857142857143,68.91987673343606,68.91987673343606,177969.76649,137.11076000770416,0,1298,77757.24,77757.24,59.90542372881357,424,0,10.0,10.0,19,0,10,1298,1402,38
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,fixed_time,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},ec3d0c33036d,completed,,F:\challenge-cup\output\runs\formal\runs\i9\fixed_time\x1\s42\ec3d0c33036d,61.532648437499994,61.532648437499994,6.657142857142857,6.657142857142857,75.09453125,75.09453125,186530.34377,145.7268310703125,0,1280,81497.52,81497.52,63.6699375,389,0,10.0,10.0,27,0,11,1280,1422,38
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,classic_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},25c0f37847e6,completed,,F:\challenge-cup\output\runs\formal\runs\i9\classic_maxpressure\x1\s42\25c0f37847e6,65.54551607445009,65.54551607445009,4.085714285714286,4.085714285714286,78.67428087986464,78.67428087986464,181607.48806,153.64423693739425,0,1182,79346.68,79346.68,67.1291708967851,456,0,11.0,11.0,10,0,10,1182,1807,52
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,classic_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},3759c86ed9f1,completed,,F:\challenge-cup\output\runs\formal\runs\i9\classic_maxpressure\x1\s42\3759c86ed9f1,69.23072107765452,69.23072107765452,5.771428571428571,5.771428571428571,82.29080824088749,82.29080824088749,200121.29948,158.57472225039618,0,1262,87435.59,87435.59,69.28335182250396,425,0,13.0,13.0,4,0,10,1262,2019,48
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,classic_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},f0e25564f9b7,completed,,F:\challenge-cup\output\runs\formal\runs\i9\classic_maxpressure\x1\s42\f0e25564f9b7,74.10082664526485,74.10082664526485,5.914285714285714,5.914285714285714,87.67094703049759,87.67094703049759,206230.34850999998,165.5139233627608,0,1246,90104.77,90104.77,72.31522471910112,368,0,12.0,12.0,5,0,11,1246,2021,40
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,capacity_aware_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},e782c34ffec7,completed,,F:\challenge-cup\output\runs\formal\runs\i9\capacity_aware_maxpressure\x1\s42\e782c34ffec7,76.4628293918919,76.4628293918919,5.342857142857143,5.342857142857143,89.60895270270271,89.60895270270271,200335.80422999998,169.2025373564189,0,1184,87529.55,87529.55,73.9269847972973,378,0,13.0,13.0,8,0,10,1184,2169,52
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,capacity_aware_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},62ad5d5979d0,completed,,F:\challenge-cup\output\runs\formal\runs\i9\capacity_aware_maxpressure\x1\s42\62ad5d5979d0,82.50490445859873,82.50490445859873,4.542857142857143,4.542857142857143,95.58519108280255,95.58519108280255,222687.96013,177.29933131369427,0,1256,97295.39,97295.39,77.46448248407643,371,0,11.0,11.0,10,0,10,1256,2496,55
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""9"",""seed"":42,""warmup_seconds"":600.0}",9,9,capacity_aware_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},e7adaeb5300a,completed,,F:\challenge-cup\output\runs\formal\runs\i9\capacity_aware_maxpressure\x1\s42\e7adaeb5300a,92.6466802278275,92.6466802278275,4.9714285714285715,4.9714285714285715,106.22457282343369,106.22457282343369,235938.54953,191.97603704637916,0,1229,103084.84,103084.84,83.87700569568754,275,0,10.0,10.0,9,0,11,1229,2679,56
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,fixed_time,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},1810250b6149,completed,,F:\challenge-cup\output\runs\formal\runs\i10\fixed_time\x1\s42\1810250b6149,44.3085650887574,44.3085650887574,4.4,4.4,56.54585798816568,56.54585798816568,79169.70659999999,117.11495059171597,0,676,34590.35,34590.35,51.169156804733724,228,0,9.0,9.0,40,0,0,676,700,16
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,fixed_time,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},e21ffbd734ce,completed,,F:\challenge-cup\output\runs\formal\runs\i10\fixed_time\x1\s42\e21ffbd734ce,44.43863395225465,44.43863395225465,4.933333333333334,4.933333333333334,56.05968169761273,56.05968169761273,86876.97656,115.22145432360742,0,754,37957.52,37957.52,50.341538461538455,236,0,9.0,9.0,54,0,0,754,787,16
"{""algorithm"":""fixed_time"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,fixed_time,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},517150632944,completed,,F:\challenge-cup\output\runs\formal\runs\i10\fixed_time\x1\s42\517150632944,51.53702255639098,51.53702255639098,5.066666666666666,5.066666666666666,64.64360902255639,64.64360902255639,85090.19679,127.95518314285715,0,665,37177.03,37177.03,55.90530827067669,234,0,9.0,9.0,35,0,1,665,721,17
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,classic_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},506e936ef99c,completed,,F:\challenge-cup\output\runs\formal\runs\i10\classic_maxpressure\x1\s42\506e936ef99c,32.42009831460674,32.42009831460674,1.3333333333333335,1.3333333333333335,44.622191011235955,44.622191011235955,71449.04358,100.34978030898876,0,712,31216.87,31216.87,43.84391853932584,305,0,8.0,8.0,64,0,0,712,1286,11
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,classic_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},263f031c70f4,completed,,F:\challenge-cup\output\runs\formal\runs\i10\classic_maxpressure\x1\s42\263f031c70f4,34.568339670468944,34.568339670468944,1.8,1.8,46.28010139416983,46.28010139416983,79645.69844,100.94511842839036,0,789,34798.05,34798.05,44.10399239543727,261,0,8.0,8.0,60,0,0,789,1524,12
"{""algorithm"":""classic_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,classic_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},1c95962fa95f,completed,,F:\challenge-cup\output\runs\formal\runs\i10\classic_maxpressure\x1\s42\1c95962fa95f,43.30184397163121,43.30184397163121,1.8666666666666667,1.8666666666666667,56.35744680851064,56.35744680851064,81902.69604000001,116.17403693617022,0,705,35784.18,35784.18,50.75770212765958,256,0,7.0,7.0,55,0,1,705,1407,13
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""construction"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,capacity_aware_maxpressure,1.0,42,disturbance,construction,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},8c1502082dc2,completed,,F:\challenge-cup\output\runs\formal\runs\i10\capacity_aware_maxpressure\x1\s42\8c1502082dc2,31.884305750350627,31.884305750350627,1.4,1.4,44.08274894810659,44.08274894810659,71176.31147,99.82652380084151,0,713,31097.44,31097.44,43.61492286115007,291,0,7.0,7.0,59,0,0,713,1265,13
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.25,""kind"":""event_demand"",""target"":""-E1""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,capacity_aware_maxpressure,1.0,42,disturbance,event_demand,600.0,1200.0,-E1,1.25,3600.0,600.0,,none,{},f5b17548daf9,completed,,F:\challenge-cup\output\runs\formal\runs\i10\capacity_aware_maxpressure\x1\s42\f5b17548daf9,34.397984790874524,34.397984790874524,1.1333333333333333,1.1333333333333333,46.20278833967047,46.20278833967047,79890.00448999999,101.2547585424588,0,789,34904.66,34904.66,44.239112801013945,274,0,3.0,3.0,74,0,0,789,1525,13
"{""algorithm"":""capacity_aware_maxpressure"",""algorithm_params"":{},""disturbance"":{""begin_seconds"":600.0,""end_seconds"":1200.0,""intensity"":1.0,""kind"":""vehicle_failure"",""target"":""-E1_0""},""duration_seconds"":3600.0,""flow_multiplier"":1.0,""scene_id"":""10"",""seed"":42,""warmup_seconds"":600.0}",10,10,capacity_aware_maxpressure,1.0,42,disturbance,vehicle_failure,600.0,1200.0,-E1_0,1.0,3600.0,600.0,,none,{},d90e4f326efa,completed,,F:\challenge-cup\output\runs\formal\runs\i10\capacity_aware_maxpressure\x1\s42\d90e4f326efa,40.608654390934845,40.608654390934845,2.4,2.4,53.657223796033996,53.657223796033996,79264.85236,112.27316198300284,0,706,34631.53,34631.53,49.05315864022663,263,0,9.0,9.0,50,0,1,706,1381,12
